id,Rings,pred_v2_te_lgbm_log_external
0,11,10.146290602360098
1,11,10.490072173286116
2,6,4.128889374784246
3,10,10.139485136859527
4,9,8.455012484029307
5,10,9.604985995170967
6,9,9.161889095686401
7,9,10.026565731274662
8,4,4.471911468165707
9,8,8.346304844779713
10,8,9.32241189765595
11,11,10.249785366387231
12,15,11.095784919706063
13,7,8.011974061672573
14,10,9.468574893758358
15,11,11.562824076248027
16,8,6.648672041702608
17,12,13.945002116575463
18,8,8.039114183446037
19,7,8.423872172453532
20,8,8.261134680842327
21,9,8.89295911769168
22,10,11.268624962347864
23,10,11.733112450505804
24,9,9.184832773098044
25,8,9.173974893764305
26,8,8.29320221463219
27,20,12.942949686342475
28,4,4.196906965637364
29,20,16.751166870210213
30,7,6.396062167464192
31,9,8.315364630506041
32,12,10.90022021253993
33,8,7.0804416833963675
34,10,10.745536361966336
35,9,10.150084657497938
36,4,4.209522764402947
37,17,11.642002347928614
38,9,8.12597339966958
39,6,6.7183668767093
40,6,6.081669227134709
41,7,7.528673633220424
42,7,7.067805082830746
43,9,9.388496869806339
44,10,8.756518530961726
45,6,6.012493092186795
46,8,8.836070803294353
47,13,11.320014620669744
48,7,8.357607586920368
49,14,14.41852093532357
50,9,8.222171306628669
51,9,9.337024454630658
52,8,8.05800702734298
53,13,12.726784349719672
54,13,9.388515657734622
55,9,8.376641765733261
56,10,9.222075764911802
57,9,8.029171354202976
58,10,10.414607194945523
59,7,6.70633920303778
60,10,9.375268567146039
61,14,12.564827354852142
62,11,11.805251037683579
63,9,9.464171315693813
64,5,5.624899077810789
65,6,6.693059862229413
66,9,8.77997726688617
67,9,9.0691754511277
68,9,9.95554538097895
69,10,11.158438138480813
70,12,12.551706627593967
71,8,8.641304787396734
72,8,8.8821567278944
73,11,10.808804875947695
74,9,7.548238387756897
75,11,10.948296810730408
76,9,9.543763512527304
77,5,5.885441152971498
78,13,12.927827386017762
79,23,15.937297022072602
80,12,9.219754920763343
81,9,8.632656388158427
82,9,8.359414772994697
83,5,4.109199919367954
84,5,4.776874542725941
85,7,7.3673498617524045
86,7,7.991618007903116
87,6,5.531934517097414
88,5,5.3234814385360565
89,9,9.78379317061927
90,12,11.774824898730662
91,8,8.17894330215357
92,7,8.758903630965493
93,4,4.152184484319155
94,12,13.035266796053882
95,14,13.672880225480307
96,8,7.269177646287894
97,9,9.126061238761467
98,8,8.297565618922407
99,10,13.691817441235598
100,8,8.378908860266543
101,5,6.809413914206061
102,6,6.458435664135934
103,13,11.622843055141818
104,9,9.773080610301173
105,10,11.120259442604668
106,9,9.837352189112824
107,3,4.385503570392875
108,8,7.490661247107525
109,9,10.14316877841252
110,6,6.640907078870969
111,3,5.392402421790457
112,10,9.827568640543763
113,12,10.749205412926534
114,11,10.526232220168875
115,5,5.005601137868833
116,6,5.492895021444333
117,8,9.015632399718317
118,9,9.090343885768942
119,10,12.396028604784089
120,10,9.72382812300146
121,10,10.189751429525888
122,10,13.209036275900646
123,9,11.369792668101852
124,22,16.733391655124688
125,8,8.121961895624846
126,8,7.417124596751562
127,8,9.0219730102939
128,9,9.53967017431207
129,8,7.6307697793925255
130,8,10.390351498768318
131,10,10.181726425497226
132,12,12.45606579298532
133,9,11.196001674354639
134,8,8.273064747842781
135,13,11.74720157134299
136,10,11.279364111692411
137,10,12.446948938290468
138,8,8.464580943283488
139,12,11.570527200854672
140,10,11.777199342467375
141,9,8.85146677810236
142,10,9.805511454550171
143,14,11.54644359072505
144,13,12.550810598386045
145,11,10.971022753251342
146,7,7.62396897147284
147,9,9.658488390216847
148,13,12.188413998251594
149,9,9.226387349693955
150,14,11.952585487118515
151,5,6.270283545625339
152,8,8.904442461793492
153,17,14.26379952663567
154,6,7.8339947216817825
155,10,8.931183642887012
156,10,9.845529772413705
157,8,8.772461655855484
158,12,10.720005967645
159,9,9.401670342080001
160,9,9.640884524683063
161,8,7.0728206964770965
162,9,7.974057809385676
163,9,9.608046843248163
164,6,5.865386340296723
165,13,13.05568972722429
166,8,9.815277978997122
167,5,5.413887643593963
168,8,8.759167027310372
169,8,8.967542822126665
170,14,13.254587388385685
171,9,10.536412911092533
172,11,10.922611263767076
173,8,8.579016365644382
174,14,11.209231234943
175,13,12.061206434685033
176,11,10.49083690258581
177,10,10.026657014144282
178,6,6.729643544678088
179,8,7.864573868877601
180,11,11.381593321298748
181,10,11.068336936319241
182,8,6.873405015125271
183,5,5.945451394093414
184,8,8.059482292049834
185,10,10.988179992965584
186,9,9.454210351464809
187,6,5.522274176262552
188,8,7.757711059536397
189,13,14.059905597691463
190,8,6.878889517418022
191,11,9.582760427142013
192,6,5.630321888874565
193,10,11.987300511067362
194,10,10.57495407666686
195,6,5.6046626833934
196,11,10.43407742876835
197,8,7.676464030277275
198,6,6.986794013878295
199,8,9.0006659879033
200,6,6.314853805731323
201,11,11.149443093398471
202,5,5.819361658960585
203,8,7.816456985511401
204,7,5.703263278191541
205,9,9.074060579135212
206,9,7.912700438315966
207,7,7.637325073888098
208,11,9.326547541032934
209,8,8.342379751804284
210,13,9.068298607021303
211,11,14.55707208562018
212,10,10.876237981908432
213,12,10.263745634162827
214,9,8.995462411890546
215,10,12.737845254273102
216,8,7.255791260466677
217,11,11.38203566836875
218,8,8.476173023277022
219,7,6.933245920332397
220,11,11.332108695889945
221,12,12.264524638932532
222,11,13.778684459460246
223,14,14.81691458681016
224,14,10.259414816699303
225,9,8.1240811001483
226,9,9.487775199406695
227,9,9.807150632217864
228,9,10.059002533237642
229,13,12.0548214856249
230,10,11.769820277582644
231,11,10.535853164945717
232,6,6.984452286698619
233,7,6.210692603711609
234,7,7.407354534379031
235,7,7.528159385625979
236,9,11.04671732879416
237,8,9.015369203641386
238,9,7.613467506301388
239,14,12.011611483454445
240,11,11.967805668589246
241,7,7.302372045655734
242,8,8.041923724570315
243,6,5.07172461516629
244,10,10.267820901063873
245,9,9.522012469765555
246,12,10.786923577657623
247,8,9.44333492767526
248,11,13.743147028711334
249,10,8.711188400734429
250,8,8.858450470033691
251,14,14.338552868709801
252,7,7.116295660348395
253,17,14.2283493077407
254,8,7.642408472127499
255,9,8.44314358429881
256,8,8.250889177887801
257,9,8.799566599329541
258,12,13.322267294780566
259,10,9.307241893326532
260,8,7.4975704491947734
261,7,8.160535759461728
262,9,8.92293510283439
263,9,8.78957415957772
264,13,13.991988456228162
265,10,11.675619172633382
266,10,10.889071168082337
267,5,5.0214616325288
268,10,9.310931023229884
269,14,12.539820542871308
270,8,7.906645493028384
271,9,8.245575193261097
272,9,9.461932092813532
273,11,10.556357160524367
274,13,13.089206503221353
275,9,9.5500026740786
276,9,7.895256840217658
277,8,8.186688896944526
278,9,9.182210899005462
279,9,9.79668458760291
280,7,7.848178875460854
281,11,9.616518946679545
282,11,10.977343673084889
283,11,10.648025916983977
284,15,14.681147650025062
285,11,9.2818179816796
286,9,9.272056581892762
287,8,9.120060183185968
288,6,5.549592878594957
289,4,4.092056389783404
290,11,11.922503473129398
291,13,10.834057292335416
292,7,5.8615117645666075
293,16,8.609420512429915
294,10,8.852471422023743
295,12,15.10794421770016
296,5,5.567967749235658
297,8,8.158687577533495
298,7,6.403045532933715
299,8,9.909677933509782
300,9,9.00659416670593
301,4,5.319994143865468
302,15,12.0417811749253
303,20,15.379298754049564
304,7,6.645971176891547
305,8,9.379150906048226
306,13,17.224747036126818
307,11,12.164278184963406
308,5,5.125173301789945
309,7,6.455726510971397
310,8,9.060289080110364
311,9,8.344700713190493
312,7,6.519815679745747
313,5,5.815597129230749
314,10,9.56984755501972
315,8,8.248071949287521
316,8,7.5821560761682845
317,8,8.09211684358916
318,6,6.21195492335771
319,8,10.128885161020236
320,7,7.6909310749258
321,20,14.78210830626577
322,11,10.45499090867197
323,10,8.821353683051653
324,8,8.774592210435966
325,23,14.390046754929543
326,9,7.565235133293529
327,20,18.242107757642327
328,12,10.197165095358406
329,8,8.747168482896006
330,9,10.014108058033669
331,10,10.046065749573732
332,12,12.366072148065493
333,10,10.097781610151207
334,10,9.770136771901917
335,9,8.994962541443646
336,9,8.266032650470656
337,6,7.82490492179773
338,10,10.456686008201082
339,8,8.290057186350637
340,12,12.789882161771178
341,8,9.488001636933472
342,15,10.581842853448297
343,9,9.622164270799374
344,5,6.1653033251092495
345,7,7.168172788278621
346,7,5.936301526352355
347,4,5.616530529449638
348,6,6.20743654440293
349,3,3.9229287197462557
350,4,4.361803826206901
351,14,9.909357308218931
352,12,11.244989756117793
353,8,9.142519456848717
354,9,7.947535572624825
355,10,13.587175743540284
356,13,10.331384879829198
357,6,6.195289638800779
358,11,10.736868441434545
359,15,13.94318343124972
360,8,8.225840732290346
361,20,13.027671531174057
362,10,10.612523835465227
363,7,7.32435410176941
364,8,7.5710706526111915
365,6,6.6163570383583306
366,12,16.658326284886016
367,18,10.97802199436904
368,8,10.820306612989299
369,10,9.547049300267384
370,7,7.403617549336534
371,6,6.909162636016438
372,9,11.84065005256976
373,11,11.587779743620548
374,9,8.538627276346439
375,4,4.2142981601065435
376,8,6.898461613718582
377,9,9.119673296937824
378,8,9.55296106415259
379,5,5.583164917536241
380,12,10.654314438675772
381,9,8.474684012527952
382,16,9.660593491215781
383,14,11.039610313087422
384,8,9.33521292666804
385,11,10.54235287717723
386,19,12.943485893934144
387,7,8.895393074530512
388,11,9.347652980155592
389,13,14.001694167859593
390,16,12.661001926578443
391,5,5.088024690798003
392,5,4.946371554252559
393,15,16.743346503103318
394,7,6.5049269358909765
395,8,7.356305733451263
396,6,5.612316458438192
397,8,9.995809799218506
398,13,8.396746659738561
399,9,9.201973486808868
400,7,5.659404178977821
401,16,15.815743245133136
402,9,9.376531380983584
403,9,9.799063517060624
404,8,8.237363870069574
405,5,5.1045085496450735
406,6,7.5391730715353455
407,12,14.153246484190742
408,7,6.097232302186221
409,7,7.688508969950931
410,6,6.4347106077159255
411,9,8.249950805442715
412,9,6.40028252141803
413,7,6.739459185121744
414,6,6.38783038997685
415,15,15.570768272955883
416,7,6.852697350021946
417,8,7.086009061193019
418,11,10.386354797871013
419,14,12.728588754185388
420,5,5.9876791538747245
421,10,10.475045158467244
422,9,8.317792649830373
423,7,5.49908657952193
424,9,11.736869765784377
425,10,10.75083992911617
426,10,9.686612777152357
